INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001010001','2001010001',TO_DATE('2020-01-02', 'YYYY-MM-DD'),TO_DATE('2020-01-09', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001040002','2001070003',TO_DATE('2020-01-07', 'YYYY-MM-DD'),TO_DATE('2020-01-09', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001060001','2001100008',TO_DATE('2020-01-08', 'YYYY-MM-DD'),TO_DATE('2020-01-13', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001060002','2001120002',TO_DATE('2020-01-08', 'YYYY-MM-DD'),TO_DATE('2020-01-10', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001060003','2001020005',TO_DATE('2020-01-07', 'YYYY-MM-DD'),TO_DATE('2020-01-14', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001060004','2001160008',TO_DATE('2020-01-08', 'YYYY-MM-DD'),TO_DATE('2020-01-13', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001080001','2002010017',TO_DATE('2020-01-08', 'YYYY-MM-DD'),TO_DATE('2020-01-14', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001100001','2001020003',TO_DATE('2020-01-11', 'YYYY-MM-DD'),TO_DATE('2020-01-17', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001100002','2001200003',TO_DATE('2020-01-14', 'YYYY-MM-DD'),TO_DATE('2020-01-21', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001100003','2001220002',TO_DATE('2020-01-11', 'YYYY-MM-DD'),TO_DATE('2020-01-15', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120001','2002040003',TO_DATE('2020-01-16', 'YYYY-MM-DD'),TO_DATE('2020-01-18', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120002','2002010017',TO_DATE('2020-01-13', 'YYYY-MM-DD'),TO_DATE('2020-01-15', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120003','2002010011',TO_DATE('2020-01-13', 'YYYY-MM-DD'),TO_DATE('2020-01-20', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120004','2001160007',TO_DATE('2020-01-14', 'YYYY-MM-DD'),TO_DATE('2020-01-21', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120005','2001050005',TO_DATE('2020-01-16', 'YYYY-MM-DD'),TO_DATE('2020-01-23', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120006','2001160004',TO_DATE('2020-01-14', 'YYYY-MM-DD'),TO_DATE('2020-01-18', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120007','2001070002',TO_DATE('2020-01-12', 'YYYY-MM-DD'),TO_DATE('2020-01-16', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001120008','2002010002',TO_DATE('2020-01-16', 'YYYY-MM-DD'),TO_DATE('2020-01-18', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001150001','2002060001',TO_DATE('2020-01-18', 'YYYY-MM-DD'),TO_DATE('2020-01-21', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001150002','2001070002',TO_DATE('2020-01-16', 'YYYY-MM-DD'),TO_DATE('2020-01-18', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001150003','2001220005',TO_DATE('2020-01-15', 'YYYY-MM-DD'),TO_DATE('2020-01-17', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001150004','2001100005',TO_DATE('2020-01-15', 'YYYY-MM-DD'),TO_DATE('2020-01-17', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001150005','2001120003',TO_DATE('2020-01-15', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001150006','2001200003',TO_DATE('2020-01-16', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001150007','2001160004',TO_DATE('2020-01-15', 'YYYY-MM-DD'),TO_DATE('2020-01-20', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160001','2001070015',TO_DATE('2020-01-19', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160002','2001100008',TO_DATE('2020-01-18', 'YYYY-MM-DD'),TO_DATE('2020-01-25', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160003','2002010005',TO_DATE('2020-01-16', 'YYYY-MM-DD'),TO_DATE('2020-01-19', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160004','2001050003',TO_DATE('2020-01-18', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160005','2001180003',TO_DATE('2020-01-16', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160006','2002010004',TO_DATE('2020-01-20', 'YYYY-MM-DD'),TO_DATE('2020-01-25', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160007','2001070001',TO_DATE('2020-01-20', 'YYYY-MM-DD'),TO_DATE('2020-01-27', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160008','2002010020',TO_DATE('2020-01-17', 'YYYY-MM-DD'),TO_DATE('2020-01-19', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001160009','2001070016',TO_DATE('2020-01-20', 'YYYY-MM-DD'),TO_DATE('2020-01-23', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001170001','2002010013',TO_DATE('2020-01-17', 'YYYY-MM-DD'),TO_DATE('2020-01-24', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190001','2001070001',TO_DATE('2020-01-21', 'YYYY-MM-DD'),TO_DATE('2020-01-27', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190002','2001050005',TO_DATE('2020-01-22', 'YYYY-MM-DD'),TO_DATE('2020-01-25', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190003','2001160001',TO_DATE('2020-01-22', 'YYYY-MM-DD'),TO_DATE('2020-01-25', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190004','2001020001',TO_DATE('2020-01-19', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190005','2001160004',TO_DATE('2020-01-23', 'YYYY-MM-DD'),TO_DATE('2020-01-29', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190006','2001220008',TO_DATE('2020-01-23', 'YYYY-MM-DD'),TO_DATE('2020-01-28', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190007','2002010015',TO_DATE('2020-01-20', 'YYYY-MM-DD'),TO_DATE('2020-01-26', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190008','2001160007',TO_DATE('2020-01-23', 'YYYY-MM-DD'),TO_DATE('2020-01-26', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190009','2001070011',TO_DATE('2020-01-22', 'YYYY-MM-DD'),TO_DATE('2020-01-27', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190010','2001120003',TO_DATE('2020-01-20', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190011','2001220003',TO_DATE('2020-01-19', 'YYYY-MM-DD'),TO_DATE('2020-01-26', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190012','2001140001',TO_DATE('2020-01-20', 'YYYY-MM-DD'),TO_DATE('2020-01-25', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190013','2001070013',TO_DATE('2020-01-19', 'YYYY-MM-DD'),TO_DATE('2020-01-21', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190014','2001220001',TO_DATE('2020-01-22', 'YYYY-MM-DD'),TO_DATE('2020-01-25', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190015','2002010014',TO_DATE('2020-01-22', 'YYYY-MM-DD'),TO_DATE('2020-01-27', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190016','2001160002',TO_DATE('2020-01-19', 'YYYY-MM-DD'),TO_DATE('2020-01-24', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190017','2001220003',TO_DATE('2020-01-23', 'YYYY-MM-DD'),TO_DATE('2020-01-30', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190018','2001070006',TO_DATE('2020-01-21', 'YYYY-MM-DD'),TO_DATE('2020-01-28', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190019','2002010011',TO_DATE('2020-01-21', 'YYYY-MM-DD'),TO_DATE('2020-01-25', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190020','2001180004',TO_DATE('2020-01-19', 'YYYY-MM-DD'),TO_DATE('2020-01-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2001190021','2001100004',TO_DATE('2020-01-23', 'YYYY-MM-DD'),TO_DATE('2020-01-29', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010001','2002010007',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-10', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010002','2001180001',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-11', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010003','2001070003',TO_DATE('2020-02-04', 'YYYY-MM-DD'),TO_DATE('2020-02-08', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010004','2002010010',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-12', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010005','2002010016',TO_DATE('2020-02-04', 'YYYY-MM-DD'),TO_DATE('2020-02-11', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010006','2001010002',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-12', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010007','2001220008',TO_DATE('2020-02-03', 'YYYY-MM-DD'),TO_DATE('2020-02-07', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010008','2001120003',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-08', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010009','2001070014',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-07', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010010','2001070009',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-12', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010011','2002010019',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-07', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010012','2001200001',TO_DATE('2020-02-03', 'YYYY-MM-DD'),TO_DATE('2020-02-05', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010013','2002010011',TO_DATE('2020-02-03', 'YYYY-MM-DD'),TO_DATE('2020-02-10', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010014','2002010017',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-09', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002010015','2001100003',TO_DATE('2020-02-01', 'YYYY-MM-DD'),TO_DATE('2020-02-08', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002030001','2002060001',TO_DATE('2020-02-06', 'YYYY-MM-DD'),TO_DATE('2020-02-10', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002030002','2001160005',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-07', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002030003','2001160002',TO_DATE('2020-02-05', 'YYYY-MM-DD'),TO_DATE('2020-02-07', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002030004','2001220005',TO_DATE('2020-02-06', 'YYYY-MM-DD'),TO_DATE('2020-02-11', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002030005','2001220001',TO_DATE('2020-02-03', 'YYYY-MM-DD'),TO_DATE('2020-02-06', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002050001','2001140004',TO_DATE('2020-02-07', 'YYYY-MM-DD'),TO_DATE('2020-02-11', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002050002','2002010006',TO_DATE('2020-02-08', 'YYYY-MM-DD'),TO_DATE('2020-02-15', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002050003','2001220004',TO_DATE('2020-02-06', 'YYYY-MM-DD'),TO_DATE('2020-02-09', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002050004','2001220006',TO_DATE('2020-02-09', 'YYYY-MM-DD'),TO_DATE('2020-02-11', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002050005','2001070002',TO_DATE('2020-02-09', 'YYYY-MM-DD'),TO_DATE('2020-02-15', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002050006','2001070010',TO_DATE('2020-02-09', 'YYYY-MM-DD'),TO_DATE('2020-02-14', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002050007','2002010009',TO_DATE('2020-02-08', 'YYYY-MM-DD'),TO_DATE('2020-02-11', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002080001','2001180002',TO_DATE('2020-02-11', 'YYYY-MM-DD'),TO_DATE('2020-02-14', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002080002','2001020006',TO_DATE('2020-02-08', 'YYYY-MM-DD'),TO_DATE('2020-02-14', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002100001','2001050005',TO_DATE('2020-02-11', 'YYYY-MM-DD'),TO_DATE('2020-02-18', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002100002','2001160001',TO_DATE('2020-02-10', 'YYYY-MM-DD'),TO_DATE('2020-02-15', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002100003','2001140001',TO_DATE('2020-02-13', 'YYYY-MM-DD'),TO_DATE('2020-02-18', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002100004','2001050001',TO_DATE('2020-02-10', 'YYYY-MM-DD'),TO_DATE('2020-02-12', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002100005','2001070011',TO_DATE('2020-02-11', 'YYYY-MM-DD'),TO_DATE('2020-02-17', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002130001','2001020005',TO_DATE('2020-02-15', 'YYYY-MM-DD'),TO_DATE('2020-02-22', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002130002','2001160001',TO_DATE('2020-02-14', 'YYYY-MM-DD'),TO_DATE('2020-02-18', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002140001','2001220004',TO_DATE('2020-02-17', 'YYYY-MM-DD'),TO_DATE('2020-02-23', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002140002','2001050004',TO_DATE('2020-02-17', 'YYYY-MM-DD'),TO_DATE('2020-02-19', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002140003','2001020003',TO_DATE('2020-02-17', 'YYYY-MM-DD'),TO_DATE('2020-02-24', 'YYYY-MM-DD'));
INSERT INTO FacilityReserved(FacilityReservedID,CustID,ReservedStartDate,ReservedEndDate) VALUES ('2002140004','2001140004',TO_DATE('2020-02-14', 'YYYY-MM-DD'),TO_DATE('2020-02-21', 'YYYY-MM-DD'));
